,code,Frequency_across_Pubmed,Title
3103,C0156005,0,"Chronic or unspecified duodenal ulcer with hemorrhage, without mention of obstruction"
3104,C0489983,0,"Late effects of cerebrovascular disease, cognitive deficits"
3105,C0156681,0,"Pre-eclampsia or eclampsia superimposed on pre-existing hypertension, delivered, with or without mention of antepartum condition"
3106,C0160332,0,Unspecified injury of lung with open wound into thorax
3107,C0156043,0,"Acute gastrojejunal ulcer with hemorrhage, without mention of obstruction"
3108,C0153476,0,Malignant neoplasm of maxillary sinus
3109,C0159322,0,Closed fracture of nasal bones
3110,C0161640,0,Poisoning by local anti-infectives and anti-inflammatory drugs
3111,C0302408,0,"Toxic effect of other pesticides, not elsewhere classified"
3112,C0155653,0,"True posterior wall infarction, initial episode of care"
3113,C3665466,0,Other candidiasis of other specified sites
3114,C0159254,0,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
3115,C0156080,0,"Other specified gastritis, with hemorrhage"
3116,C0016809,0,Functional disturbances following cardiac surgery
3117,C2882275,0,Chronic combined systolic and diastolic heart failure
3118,C3161367,0,"Other and unspecified malignant neoplasm of skin of trunk, except scrotum"
3119,C0153019,0,Chickenpox with other specified complications
3120,C0433821,0,"Cortex (cerebral) contusion without mention of open intracranial wound, with loss of consciousness of unspecified duration"
3121,C0375334,0,Chronic obstructive asthma with status asthmaticus
3122,C0375295,0,Atherosclerosis of native arteries of the extremities with intermittent claudication
3123,C0159720,0,"Open fracture of radius with ulna, upper end (any part)"
3124,C2732951,0,Acute diastolic heart failure
3125,C0159840,0,"Closed fracture of epiphysis, lower (separation) of femur"
3126,C0375145,0,"Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled"
3127,C0159333,0,"Closed fracture of mandible, multiple sites"
3128,C0433845,0,"Cortex (cerebral) laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
3129,C0153712,0,"Burkitt's tumor or lymphoma, lymph nodes of head, face, and neck"
3130,C0153513,0,"Malignant neoplasm of ribs, sternum, and clavicle"
3131,C0153635,0,Malignant neoplasm of frontal lobe
3132,C0812429,0,"Acute alcoholic intoxication in alcoholism, unspecified"
3133,C0159161,0,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
3134,C0859697,0,Closed fracture of lumbar vertebra without mention of spinal cord injury
3135,C0158489,0,Acquired equinovarus deformity
3136,C0340283,0,"Other acute and subacute forms of ischemic heart disease, other"
3137,C0159975,0,"Dislocation of patella, open"
3138,C0155831,0,Hypertrophy of tonsils alone
3139,C1135244,0,29-30 completed weeks of gestation
3140,C0155572,0,Mitral valve stenosis and aortic valve stenosis
3141,C0375144,0,"Diabetes with peripheral circulatory disorders, type I [juvenile type], uncontrolled"
3142,C2910939,0,Fitting and adjustment of extracorporeal dialysis catheter
3143,C1456261,0,Acute hepatitis C with hepatic coma
3144,C0157378,0,"Pelvic hematoma, postpartum condition or complication"
3145,C0157393,0,"Third-stage postpartum hemorrhage, delivered, with mention of postpartum complication"
3146,C0156115,0,"Femoral hernia with gangrene, unilateral or unspecified (not specified as recurrent)"
3147,C0159255,0,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
3148,C0159862,0,Closed fracture of shaft of tibia alone
3149,C0154040,0,Benign neoplasm of adrenal gland
3150,C0496946,0,Neoplasm of uncertain behavior of pineal gland
3151,C0156325,0,Other specified disorders of breast
3152,C2873733,0,Neoplasm of uncertain behavior of other specified sites
3153,C0161797,0,"Other complications due to other internal prosthetic device, implant, and graft"
3154,C0158361,0,"Other disorders of muscle, ligament, and fascia"
3155,C0348751,0,Other specified disorders of liver
3156,C0157748,0,Other specified diffuse diseases of connective tissue
3157,C0272468,0,"Closed fracture of mandible, subcondylar"
3158,C2712629,0,Acute venous embolism and thrombosis of unspecified deep vessels of lower extremity
3159,C0161397,0,Injury to unspecified optic nerve and pathways
3160,C0161568,0,Poisoning by central nervous system muscle-tone depressants
3161,C0154210,0,Other ovarian hyperfunction
3162,C0158895,0,"Extreme immaturity, less than 500 grams"
3163,C0273097,0,"Subdural hemorrhage following injury with open intracranial wound, with concussion, unspecified"
3164,C0159858,0,Open fracture of upper end of tibia alone
3165,C0159919,0,Closed inferior dislocation of humerus
3166,C0260736,0,Aftercare involving the use of plastic surgery
3167,C0159813,0,Closed fracture of midcervical section of neck of femur
3168,C0153458,0,Malignant neoplasm of head of pancreas
3169,C0155906,0,"Pleurisy with effusion, with mention of a bacterial cause other than tuberculosis"
3170,C0432581,0,Malignant neoplasm of lower gum
3171,C0160326,0,Laceration of heart with penetration of heart chambers with open wound into thorax
3172,C0159745,0,Other open fractures of distal end of radius (alone)
3173,C0496919,0,Neoplasm of uncertain behavior of uterus
3174,C2349268,0,"Chronic lymphoid leukemia, without mention of having achieved remission"
3175,C0159165,0,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
3176,C1290810,0,Viral hepatitis A without mention of hepatic coma
3177,C0152932,0,"Miliary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
3178,C0153492,0,"Malignant neoplasm of lower lobe, bronchus or lung"
3179,C0153411,0,Malignant neoplasm of thoracic esophagus
3180,C0155823,0,Other polyp of sinus
3181,C0153460,0,Malignant neoplasm of tail of pancreas
3182,C0029493,0,Other and unspecified anterior pituitary hyperfunction
3183,C0159238,0,"Closed fracture of base of skull without mention of intra cranial injury, with loss of consciousness of unspecified duration"
3184,C0155850,0,"Bilateral paralysis of vocal cords or larynx, complete"
3185,C0158707,0,Other specified anomalies of bladder and urethra
3186,C0435900,0,"Fracture of lateral malleolus, open"
3187,C0154135,0,"Neoplasms of unspecified nature, other specified sites"
3188,C0434062,0,"Other injury to colon or rectum, without mention of open wound into cavity"
3189,C0156163,0,Diverticulitis of small intestine (without mention of hemorrhage)
3190,C0160243,0,"Subdural hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
3191,C0156110,0,"Inguinal hernia, without mention of obstruction or gangrene, unilateral or unspecified, recurrent"
3192,C0159838,0,"Closed fracture of lower end of femur, unspecified part"
3193,C0029771,0,Other specified diseases of pancreas
3194,C0158434,0,"Unspecified osteomyelitis, pelvic region and thigh"
3195,C0435638,0,Open fracture of lunate [semilunar] bone of wrist
3196,C3251587,0,"Complications of transplanted organ, stem cell"
3197,C0375376,0,"Calculus of gallbladder and bile duct without cholecystitis, with obstruction"
3198,C0155871,0,Influenza with other manifestations
3199,C0160366,0,"Injury to colon, unspecified site, with open wound into cavity"
3200,C0153684,0,Secondary malignant neoplasm of other specified sites
3201,C0160604,0,"Open wound of forearm, without mention of complication"
3202,C0859856,0,Anaphylactic reaction due to crustaceans
3203,C0161762,0,"Other mechanical complication of cardiac device, implant, and graft"
3204,C0153441,0,Malignant neoplasm of other specified sites of large intestine
3205,C1719461,0,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage V or end stage renal disease"
3206,C0029554,0,"Other anomalies of gallbladder, bile ducts, and liver"
3207,C0160381,0,"Injury to other gastrointestinal sites, without mention of open wound into cavity"
3208,C0160210,0,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, unspecified state of consciousness"
3209,C0375367,0,"Calculus of gallbladder and bile duct with acute cholecystitis, with obstruction"
3210,C0159641,0,Closed fracture of acetabulum
3211,C0161543,0,Poisoning by other opiates and related narcotics
3212,C1456142,0,"Pressure ulcer, other site"
3213,C0158488,0,Other acquired deformities of ankle and foot
3214,C0156251,0,Acute pyelonephritis without lesion of renal medullary necrosis
3215,C0160579,0,"Open wound of other and unspecified parts of trunk, without mention of complication"
3216,C0375326,0,Pneumonia due to other Streptococcus
3217,C0160534,0,"Open wound of tongue and floor of mouth, complicated"
3218,C0160167,0,"Cerebellar or brain stem contusion without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
3219,C0154718,0,"Epilepsia partialis continua, with intractable epilepsy"
3220,C0375012,0,Chronic hepatitis C without mention of hepatic coma
3221,C1955518,0,Other dysphagia
3222,C0435650,0,Open fracture of navicular [scaphoid] bone of wrist
3223,C0157954,0,"Osteoarthrosis, localized, not specified whether primary or secondary, ankle and foot"
3224,C0158269,0,"Intervertebral disc disorder with myelopathy, thoracic region"
3225,C0263683,0,"Pyogenic arthritis, forearm"
3226,C0375373,0,"Calculus of gallbladder and bile duct with acute and chronic cholecystitis, with obstruction"
3227,C0156224,0,Acute glomerulonephritis with other specified pathological lesion in kidney
3228,C1812627,0,"Cerebrovascular disorders in the puerperium, postpartum condition or complication"
3229,C0156859,0,"Mental disorders of mother, postpartum condition or complication"
3230,C0375219,0,"Hemiplegia, unspecified, affecting dominant side"
3231,C1260446,0,Other injury of abdomen
3232,C0412873,0,Poisoning by cardiac rhythm regulators
3233,C0154719,0,"Other forms of epilepsy and recurrent seizures, without mention of intractable epilepsy"
3234,C0158898,0,"Extreme immaturity, 1,000-1,249 grams"
3235,C0155664,0,"Acute myocardial infarction of unspecified site, initial episode of care"
3236,C0034076,0,Pulmonary insufficiency following trauma and surgery
3237,C0029842,0,Other specified viral infection
3238,C0154475,0,"Other and unspecified alcohol dependence, continuous"
3239,C0154720,0,"Other forms of epilepsy and recurrent seizures, with intractable epilepsy"
3240,C0029792,0,"Other specified drug dependence, unspecified"
3241,C0156157,0,Other specified intestinal obstruction
3242,C2921131,0,Other hemoptysis
3243,C0374933,0,Enteritis due to norwalk virus
3244,C0838226,0,"Pain in joint, pelvic region and thigh"
3245,C0403698,0,Traumatic urethral stricture
3246,C0159502,0,"Open fractures involving skull or face with other bones, with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
3247,C0161786,0,"Infection and inflammatory reaction due to other internal prosthetic device, implant, and graft"
3248,C0347525,0,Benign neoplasm of pituitary gland and craniopharyngeal duct
3249,C0159250,0,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness"
3250,C0161789,0,Other complications due to heart valve prosthesis
3251,C0160430,0,"Injury to kidney with open wound into cavity, complete disruption of kidney parenchyma"
3252,C0027634,0,Neoplasm of uncertain behavior of paraganglia
3253,C0375833,0,Observation for suspected infectious condition
3254,C0159291,0,"Open fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
3255,C0496773,0,Malignant neoplasm of cervical esophagus
3256,C0156275,0,"Rupture of bladder, nontraumatic"
3257,C0159586,0,Closed fracture of T1-T6 level with other specified spinal cord injury
3258,C1318512,0,Injury to esophagus without mention of open wound into cavity
3259,C0235904,0,"Megacolon, other than Hirschsprung's"
3260,C0156668,0,"Mild or unspecified pre-eclampsia, postpartum condition or complication"
3261,C0375277,0,Occlusion and stenosis of vertebral artery without mention of cerebral infarction
3262,C0159540,0,Closed fracture of multiple cervical vertebrae
3263,C0160166,0,"Cerebellar or brain stem contusion without mention of open intracranial wound, with no loss of consciousness"
3264,C1112693,0,"Generalized nonconvulsive epilepsy, with intractable epilepsy"
3265,C0155748,0,Aneurysm of other visceral artery
3266,C0013923,0,Embolism and thrombosis of abdominal aorta
3267,C0347619,0,Traumatic pneumothorax with open wound into thorax
3268,C0153529,0,Malignant melanoma of skin of lip
3269,C0375364,0,Other colostomy and enterostomy complication
3270,C0160614,0,"Open wound of wrist, with tendon involvement"
3271,C3648917,0,"Hemorrhagic disorder due to intrinsic circulating anticoagulants, antibodies, or inhibitors"
3272,C0159341,0,"Open fracture of mandible, symphysis of body"
3273,C1955746,0,Aplastic anemias NEC
3274,C0375867,0,Encounter for planned post-operative wound closure
3275,C0375507,0,Pathologic fracture of other specified part of femur
3276,C0375094,0,"Other malignant lymphomas, unspecified site, extranodal and solid organ sites"
3277,C0161586,0,Poisoning by other specified psychotropic agents
3278,C0161436,0,T7-T12 level with other specified spinal cord injury
3279,C3241919,0,Erythema multiforme major
3280,C0153713,0,"Burkitt's tumor or lymphoma, intrathoracic lymph nodes"
3281,C0156011,0,"Chronic or unspecified duodenal ulcer with hemorrhage and perforation, without mention of obstruction"
3282,C0155983,0,"Chronic or unspecified gastric ulcer with perforation, without mention of obstruction"
3283,C0160926,0,Contusion of abdominal wall
3284,C1135269,0,Disruption of internal operation (surgical) wound
3285,C0375274,0,Occlusion and stenosis of basilar artery with cerebral infarction
3286,C0435771,0,Open fracture of ilium
3287,C0159564,0,Closed fracture of C1-C4 level with other specified spinal cord injury
3288,C0159850,0,Closed fracture of patella
3289,C0160294,0,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
3290,C0153634,0,"Malignant neoplasm of cerebrum, except lobes and ventricles"
3291,C0160165,0,"Cerebellar or brain stem contusion without mention of open intracranial wound, unspecified state of consciousness"
3292,C0159265,0,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration"
3293,C0159537,0,Closed fracture of fifth cervical vertebra
3294,C0153424,0,Malignant neoplasm of other specified sites of stomach
3295,C0435845,0,Open supracondylar fracture of femur
3296,C0153459,0,Malignant neoplasm of body of pancreas
3297,C0161634,0,Poisoning by antitussives
3298,C0153493,0,Malignant neoplasm of other parts of bronchus or lung
3299,C0159233,0,"Closed fracture of base of skull without mention of intra cranial injury, with no loss of consciousness"
3300,C0375088,0,"Mycosis fungoides, unspecified site, extranodal and solid organ sites"
3301,C0375861,0,Fitting and adjustment of automatic implantable cardiac defibrillator
3302,C0155708,0,Other specified conduction disorders
3303,C2004376,0,Other tenosynovitis of hand and wrist
3304,C0029659,0,Other lymphedema
3305,C0375142,0,"Diabetes with peripheral circulatory disorders, type I [juvenile type], not stated as uncontrolled"
3306,C0159243,0,"Closed fracture of base of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness"
3307,C0029551,0,Other conditions of brain
3308,C0159835,0,Open fracture of unspecified part of femur
3309,C0159569,0,Closed fracture of C5-C7 level with other specified spinal cord injury
3310,C0159568,0,Closed fracture of C5-C7 level with central cord syndrome
3311,C0161540,0,"Poisoning by opium (alkaloids), unspecified"
3312,C2349267,0,"Acute lymphoid leukemia, in relapse"
3313,C0156306,0,Other inflammatory disorders of penis
3314,C0161779,0,"Infection and inflammatory reaction due to cardiac device, implant, and graft"
3315,C0263681,0,"Pyogenic arthritis, shoulder region"
3316,C0375151,0,"Diabetes with unspecified complication, type II or unspecified type, uncontrolled"
3317,C0155598,0,"Hypertensive chronic kidney disease, benign, with chronic kidney disease stage V or end stage renal disease"
3318,C3874327,0,Gastrointestinal mucositis (ulcerative)
3319,C0160402,0,"Injury to liver with open wound into cavity, laceration, moderate"
3320,C0159466,0,"Closed fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
3321,C0156201,0,"Calculus of gallbladder with acute cholecystitis, with obstruction"
3322,C0348343,0,"Malignant neoplasm of bronchus and lung, unspecified"
3323,C0153512,0,"Malignant neoplasm of vertebral column, excluding sacrum and coccyx"
3324,C1719465,0,"Hypertensive heart and chronic kidney disease, malignant, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified"
3325,C0154502,0,"Combinations of opioid type drug with any other drug dependence, continuous"
3326,C0153525,0,Malignant neoplasm of connective and other soft tissue of pelvis
3327,C0156193,0,Other sequelae of chronic liver disease
3328,C0153998,0,Benign neoplasm of corpus uteri
3329,C0159163,0,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
3330,C0156029,0,"Chronic or unspecified peptic ulcer of unspecified site with hemorrhage, without mention of obstruction"
3331,C0153654,0,Malignant neoplasm of pituitary gland and craniopharyngeal duct
3332,C0154714,0,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy"
3333,C0375726,0,Hematoma complicating a procedure
3334,C0161021,0,Foreign body in anus and rectum
3335,C0156354,0,Prolapse of vaginal vault after hysterectomy
3336,C0155677,0,Other specified diseases of pulmonary circulation
3337,C0159815,0,Other closed transcervical fracture of neck of femur
3338,C0375287,0,Cerebral embolism without mention of cerebral infarction
3339,C0013396,0,Dyspepsia and other specified disorders of function of stomach
3340,C0159247,0,"Closed fracture of base of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
3341,C0375589,0,"Closed fracture of base of skull with cerebral laceration and contusion, with concussion, unspecified"
3342,C0155792,0,"Esophageal varices in diseases classified elsewhere, with bleeding"
3343,C0348742,0,Other specified disorders of rectum and anus
3344,C0161519,0,Poisoning by antiallergic and antiemetic drugs
3345,C0156670,0,"Severe pre-eclampsia, delivered, with or without mention of antepartum condition"
3346,C0267262,0,"Acute duodenal ulcer with perforation, without mention of obstruction"
3347,C0160349,0,"Injury to small intestine, unspecified site, without open wound into cavity"
3348,C2921108,0,"Spinal stenosis, lumbar region, without neurogenic claudication"
3349,C0153012,0,Other enterovirus diseases of central nervous system
3350,C0159471,0,"Closed fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness"
3351,C0160424,0,"Injury to kidney without mention of open wound into cavity, laceration"
3352,C0026893,0,"Myalgia and myositis, unspecified"
3353,C0159279,0,"Open fracture of base of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness"
3354,C0375136,0,"Diabetes with ophthalmic manifestations, type I [juvenile type], uncontrolled"
3355,C0154474,0,"Other and unspecified alcohol dependence, unspecified"
3356,C1456307,0,"Bipolar I disorder, most recent episode (or current) unspecified"
3357,C0302505,0,"Stress incontinence, male"
3358,C0398672,0,Other specified disorders involving the immune mechanism
3359,C0869292,0,"Other diseases of trachea and bronchus, not elsewhere classified"
3360,C0375639,0,"Injury to liver without mention of open wound into cavity laceration, unspecified"
3361,C0022823,0,Kyphosis (acquired) (postural)
3362,C0496930,0,Neoplasm of uncertain behavior of bladder
3363,C0029581,0,Other disease of nasal cavity and sinuses
3364,C0153025,0,Postherpetic polyneuropathy
3365,C0160361,0,"Injury to sigmoid colon, without mention of open wound into cavity"
3366,C0344304,0,"Abdominal pain, generalized"
3367,C0375135,0,"Diabetes with ophthalmic manifestations, type I [juvenile type], not stated as uncontrolled"
3368,C0159475,0,"Closed fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration"
3369,C0155966,0,"Diverticulum of esophagus, acquired"
3370,C0878695,0,Bronchiectasis without acute exacerbation
3371,C0837691,0,"Polyarticular juvenile rheumatoid arthritis, chronic or unspecified"
3372,C1961111,0,Essential and other specified forms of tremor
3373,C0375278,0,Occlusion and stenosis of vertebral artery with cerebral infarction
3374,C0159373,0,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
3375,C0159519,0,"Open fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss consciousness, without return to pre-existing conscious level"
3376,C0490004,0,Other late effects of cerebrovascular disease
3377,C0027632,0,Neoplasm of uncertain behavior of other lymphatic and hematopoietic tissues
3378,C0375366,0,"Calculus of gallbladder and bile duct with acute cholecystitis, without mention of obstruction"
3379,C0404458,0,Chronic or unspecified parametritis and pelvic cellulitis
3380,C0160152,0,"Cortex (cerebral) laceration without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
3381,C0375305,0,"Dissection of aorta, thoracoabdominal"
3382,C0007643,0,Cellulitis and abscess of oral soft tissues
3383,C2712855,0,Acute venous embolism and thrombosis of axillary veins
3384,C0272580,0,Multiple closed pelvic fractures with disruption of pelvic circle
3385,C0040533,0,Toxic effect of venom
3386,C0155731,0,Nonpyogenic thrombosis of intracranial venous sinus
3387,C0156665,0,"Mild or unspecified pre-eclampsia, delivered, with or without mention of antepartum condition"
3388,C0375634,0,"Dislocation of knee, unspecified, closed"
3389,C0160078,0,Sprains and strains of unspecified site of hip and thigh
3390,C0159649,0,Open fracture of other specified part of pelvis
3391,C0153510,0,"Malignant neoplasm of bones of skull and face, except mandible"
3392,C2882703,0,Atherosclerosis of native arteries of the extremities with rest pain
3393,C0273301,0,Open wound of trachea
3394,C0160498,0,"Open wound of scalp, complicated"
3395,C0161751,0,Asphyxiation and strangulation
3396,C0160401,0,"Injury to liver with open wound into cavity, laceration, minor"
3397,C0375369,0,"Calculus of gallbladder and bile duct with other cholecystitis, without mention of obstruction"
3398,C0161763,0,"Mechanical complication of other vascular device, implant, and graft"
3399,C0272729,0,Closed fracture of unspecified part of femur
3400,C0695243,0,Mechanical complication of colostomy and enterostomy
3401,C0003977,0,Aseptic necrosis of head and neck of femur
3402,C0153422,0,"Malignant neoplasm of lesser curvature of stomach, unspecified"
3403,C0029797,0,Other specified fistulas involving female genital tract
3404,C0154722,0,"Epilepsy, unspecified, with intractable epilepsy"
3405,C0153698,0,"Reticulosarcoma, intra-abdominal lymph nodes"
3406,C0375509,0,Pathologic fracture of other specified site
3407,C0152920,0,"Acute miliary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
3408,C0160206,0,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
3409,C0375075,0,"Reticulosarcoma, unspecified site, extranodal and solid organ sites"
3410,C0153944,0,"Benign neoplasm of duodenum, jejunum, and ileum"
3411,C0159744,0,Open Colles' fracture
3412,C0156006,0,"Chronic or unspecified duodenal ulcer with hemorrhage, with obstruction"
3413,C1456141,0,"Pressure ulcer, lower back"
3414,C0478018,0,Other congenital anomalies of lung
3415,C0265011,0,Abdominal aneurysm without mention of rupture
3416,C0159300,0,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
3417,C0029744,0,Other specified anemias
3418,C0153796,0,"Nodular lymphoma, intra-abdominal lymph nodes"
3419,C0157948,0,"Osteoarthrosis, localized, not specified whether primary or secondary, shoulder region"
3420,C0156301,0,"Orchitis, epididymitis, and epididymo-orchitis, with abscess"
3421,C0159659,0,"Closed fracture of clavicle, unspecified part"
3422,C0375477,0,"Major puerperal infection, postpartum condition or complication"
3423,C0154087,0,Carcinoma in situ of other and unspecified female genital organs
3424,C2712983,0,Acute kidney failure with lesion of renal cortical necrosis
3425,C0159640,0,Open fracture of larynx and trachea
3426,C0152673,0,"Tuberculoma of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
3427,C0029607,0,Other emphysema
3428,C0375147,0,"Diabetes with other specified manifestations, type II or unspecified type, uncontrolled"
3429,C0375522,0,Spinal vessel anomaly
3430,C0155728,0,Other specified transient cerebral ischemias
3431,C0477996,0,Other congenital anomalies of pulmonary valve
3432,C2349432,0,"Migraine with aura, without mention of intractable migraine without mention of status migrainosus"
3433,C0155730,0,"Cerebral aneurysm, nonruptured"
3434,C0375280,0,Occlusion and stenosis of multiple and bilateral precerebral arteries with cerebral infarction
3435,C0695225,0,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with concussion, unspecified"
3436,C0159169,0,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness"
3437,C0155729,0,Other ill-defined cerebrovascular disease
3438,C0153390,0,Malignant neoplasm of posterior wall of oropharynx
3439,C0347623,0,Traumatic pneumohemothorax with open wound into thorax
3440,C0159232,0,"Closed fracture of base of skull without mention of intra cranial injury, unspecified state of consciousness"
3441,C0347277,0,Benign neoplasm of liver and biliary passages
3442,C0155632,0,"Acute myocardial infarction of other anterior wall, episode of care unspecified"
3443,C0155579,0,Rheumatic diseases of pulmonary valve
3444,C2349879,0,Encounter for breast reconstruction following mastectomy
3445,C0153454,0,Malignant neoplasm of ampulla of vater
3446,C0153856,0,"Other malignant lymphomas, spleen"
3447,C0160608,0,"Open wound of forearm, complicated"
3448,C1719324,0,Anemia of other chronic disease
3449,C0159218,0,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
3450,C0272955,0,"Cortex (cerebral) contusion without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
3451,C0340419,0,Other primary cardiomyopathies
3452,C0348727,0,Other specified disorders of esophagus
3453,C2349675,0,Fever and other physiologic disturbances of temperature regulation
3454,C1135247,0,35-36 completed weeks of gestation
3455,C2349280,0,"Myeloid sarcoma, without mention of having achieved remission"
3456,C0029788,0,Other specified disorders of skin
3457,C1719382,0,Acquired torsion dystonia
3458,C3161345,0,Anaphylactic reaction due to other specified food
3459,C1955728,0,"Peripheral T cell lymphoma, unspecified site, extranodal and solid organ sites"
3460,C0156100,0,"Inguinal hernia, with gangrene, unilateral or unspecified (not specified as recurrent)"
3461,C0159626,0,"Closed fracture of multiple ribs, unspecified"
3462,C0160520,0,"Open wound of forehead, complicated"
3463,C0160422,0,Kidney injury NOS-closed
3464,C0161425,0,C5-C7 level with other specified spinal cord injury
3465,C0156677,0,"Eclampsia, antepartum condition or complication"
3466,C0375707,0,Anaphylactic reaction due to tree nuts and seeds
3467,C0375284,0,Occlusion and stenosis of unspecified precerebral artery with cerebral infarction
3468,C3887666,0,Persistent hyperplasia of thymus
3469,C0034087,0,Pulmonary valve disorder
3470,C1561666,0,"Other mechanical complication of other internal orthopedic device, implant, and graft"
3471,C0375504,0,Pathologic fracture of humerus
3472,C0375632,0,"Closed dislocation of hip, unspecified site"
3473,C0159361,0,"Other closed skull fracture with cerebral laceration and contusion, with no loss of consciousness"
3474,C0155750,0,Embolism and thrombosis of thoracic aorta
3475,C0153551,0,Malignant neoplasm of lower-inner quadrant of female breast
3476,C0153641,0,Malignant neoplasm of brain stem
3477,C0375264,0,Coronary atherosclerosis of artery bypass graft
3478,C0152734,0,"Tuberculosis of vertebral column, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
3479,C0435403,0,Closed fracture of C5-C7 level with complete lesion of cord
3480,C0161440,0,Multiple sites of spinal cord injury without evidence of spinal bone injury
3481,C0161572,0,Poisoning by other and unspecified general anesthetics
3482,C0435570,0,Open supracondylar fracture of humerus
3483,C0160245,0,"Subdural hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified"
3484,C0159301,0,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
3485,C0156162,0,Diverticulosis of small intestine (without mention of hemorrhage)
3486,C0160417,0,"Injury to spleen with open wound into cavity, laceration extending into parenchyma"
3487,C0273127,0,"Injury to multiple and unspecified intrathoracic organs, with open wound into cavity"
3488,C0348758,0,Other specified disorders of gallbladder
3489,C0155633,0,"Acute myocardial infarction of other anterior wall, initial episode of care"
3490,C0154098,0,"Neoplasm of uncertain behavior of stomach, intestines, and rectum"
3491,C0158357,0,Postoperative heterotopic calcification
3492,C0494574,0,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
3493,C0161767,0,Mechanical complication due to urethral (indwelling) catheter
3494,C0156016,0,"Duodenal ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, with obstruction"
3495,C0153683,0,Secondary malignant neoplasm of other digestive organs and spleen
3496,C0161803,0,Complications of transplanted pancreas
3497,C0159256,0,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
3498,C0159621,0,Closed fracture of four ribs
3499,C4761312,0,Unspecified nutritional deficiency
3500,C0375114,0,"Diabetes mellitus without mention of complication, type I [juvenile type], not stated as uncontrolled"
3501,C0236140,0,Nonspecific abnormal electrocardiogram [ECG] [EKG]
