cui_code,icd_code1,category,icd_code2,title
C0868853,621,ICD9CM,621,"Disorders of uterus, not elsewhere classified"
C0868855,,MTH,NOCODE,"Other and unspecified complications of the puerperium, NEC in ICD9CM"
C0868855,674,ICD9CM,674,"Other and unspecified complications of the puerperium, not elsewhere classified"
C0868862,720.2,ICD9CM,7202,"Sacroiliitis, not elsewhere classified"
C0868862,720.2,ICD9CM,7202,Sacroiliitis NEC
C0868867,E860,ICD9CM,E860,"Accidental poisoning by alcohol, not elsewhere classified"
C0868868,755.67,ICD9CM,75567,"Anomalies of foot, not elsewhere classified"
C0868868,755.67,ICD9CM,75567,Anomalies of foot NEC
C0868870,,MTH,NOCODE,"Other lichen, NEC in ICD9CM"
C0868870,697.8,ICD9CM,6978,Lichen NEC
C0868870,697.8,ICD9CM,6978,"Other lichen, not elsewhere classified"
C0868890,,MTH,NOCODE,Electrolyte and fluid disorders NEC in ICD9CM_2014
C0868890,276.9,ICD9CM,2769,Electrolyte and fluid disorders not elsewhere classified
C0868890,276.9,ICD9CM,2769,Electrolyt/fluid dis NEC
C0868892,,MTH,NOCODE,"Depressive disorder, NEC in ICD9CM_2014"
C0868892,311,ICD9CM,311,Depressive disorder NEC
C0868892,311,ICD9CM,311,"Depressive disorder, not elsewhere classified"
C0869062,719.80,ICD9CM,71980,"Other specified disorders of joint, site unspecified"
C0869062,716.80,ICD9CM,71680,"Other specified arthropathy, site unspecified"
C0869062,716.80,ICD9CM,71680,Arthropathy NEC-unspec
C0869062,719.80,ICD9CM,71980,Joint dis NEC-unspec
C0869063,718.8,ICD9CM,7188,"Other joint derangement, not elsewhere classified"
C0869063,718.80,ICD9CM,71880,"Other joint derangement, not elsewhere classified, site unspecified"
C0869063,718.80,ICD9CM,71880,Jt derangmnt NEC-unsp jt
C0869095,744.9,ICD9CM,7449,Unspecified congenital anomalies of face and neck
C0869095,744.9,ICD9CM,7449,Cong face/neck anom NOS
C0869098,995.7,ICD9CM,9957,"Other adverse food reactions, not elsewhere classified"
C0869098,995.7,ICD9CM,9957,Adverse food react NEC
C0869208,,MTH,NOCODE,"Cervical root lesions, NEC in ICD9CM_2014"
C0869208,353.2,ICD9CM,3532,Cervical root lesion NEC
C0869208,353.2,ICD9CM,3532,"Cervical root lesions, not elsewhere classified"
C0869240,941.05,ICD9CM,94105,Burn of unspecified degree of nose (septum)
C0869240,941.05,ICD9CM,94105,Burn NOS nose
C0869256,788.33,ICD9CM,78833,Mixed incontinence (male) (female)
C0869256,788.33,ICD9CM,78833,Mixed incontinence
C0869265,,MTH,NOCODE,"Other complications of pregnancy, NEC in ICD9CM"
C0869265,646,ICD9CM,646,"Other complications of pregnancy, not elsewhere classified"
C0869267,E864,ICD9CM,E864,"Accidental poisoning by corrosives and caustics, not elsewhere classified"
C0869269,,MTH,NOCODE,"Nonallopathic lesions, NEC in ICD9CM_2014"
C0869269,739,ICD9CM,739,"Nonallopathic lesions, not elsewhere classified"
C0869272,996-999.99,ICD9CM,996-99999,"COMPLICATIONS OF SURGICAL AND MEDICAL CARE, NOT ELSEWHERE CLASSIFIED"
C0869273,,MTH,NOCODE,"Disturbance of conduct, NEC in ICD9CM_2014"
C0869273,312,ICD9CM,312,"Disturbance of conduct, not elsewhere classified"
C0869275,,MTH,NOCODE,"Other diseases of mediastinum, NEC in ICD9CM"
C0869275,519.3,ICD9CM,5193,Mediastinum disease NEC
C0869275,519.3,ICD9CM,5193,"Other diseases of mediastinum, not elsewhere classified"
C0869277,42.84,ICD9CM,4284,"Repair of esophageal fistula, not elsewhere classified"
C0869277,42.84,ICD9CM,4284,Esoph fistula repair NEC
C0869278,,MTH,NOCODE,"Malignant neoplasm of spleen, NEC in ICD9CM_2014"
C0869278,159.1,ICD9CM,1591,"Malignant neoplasm of spleen, not elsewhere classified"
C0869278,159.1,ICD9CM,1591,Malignant neo spleen NEC
C0869280,,MTH,NOCODE,"Hematocele, female, NEC in ICD9CM_2014"
C0869280,629.0,ICD9CM,6290,"Hematocele, female NEC"
C0869280,629.0,ICD9CM,6290,"Hematocele, female, not elsewhere classified"
C0869286,,MTH,NOCODE,"Other complications of procedures, NEC in ICD9CM"
C0869286,998,ICD9CM,998,"Other complications of procedures, NEC"
C0869289,V62.81,ICD9CM,V6281,"Interpersonal problems, not elsewhere classified"
C0869289,V62.81,ICD9CM,V6281,Interpersonal probl NEC
C0869291,,MTH,NOCODE,"Radiological examination, NEC in ICD9CM_2014"
C0869291,V72.5,ICD9CM,V725,"Radiological examination, not elsewhere classified"
C0869291,V72.5,ICD9CM,V725,Radiological exam NEC
C0869292,,MTH,NOCODE,"Other diseases of trachea and bronchus, NEC in ICD9CM"
C0869292,519.1,ICD9CM,5191,"Other diseases of trachea and bronchus, not elsewhere classified"
C0869296,718.81,ICD9CM,71881,"Other joint derangement, not elsewhere classified, shoulder region"
C0869296,718.81,ICD9CM,71881,Jt derangment NEC-shlder
C0869298,718.82,ICD9CM,71882,"Other joint derangement, not elsewhere classified, upper arm"
C0869298,718.82,ICD9CM,71882,Jt derangment NEC-up/arm
C0869300,718.83,ICD9CM,71883,"Other joint derangement, not elsewhere classified, forearm"
C0869300,718.83,ICD9CM,71883,Jt derangmnt NEC-forearm
C0869419,746.84,ICD9CM,74684,"Obstructive anomalies of heart, not elsewhere classified"
C0869419,746.84,ICD9CM,74684,Obstruct heart anom NEC
C0869423,,MTH,NOCODE,"Mineral deficiency, NEC in ICD9CM_2014"
C0869423,269.3,ICD9CM,2693,Mineral deficiency NEC
C0869423,269.3,ICD9CM,2693,"Mineral deficiency, not elsewhere classified"
C0869426,718.84,ICD9CM,71884,"Other joint derangement, not elsewhere classified, hand"
C0869426,718.84,ICD9CM,71884,Jt derangement NEC-hand
C0869428,718.85,ICD9CM,71885,"Other joint derangement, not elsewhere classified, pelvic region and thigh"
C0869428,718.85,ICD9CM,71885,Jt derangment NEC-pelvis
C0869430,718.86,ICD9CM,71886,"Other joint derangement, not elsewhere classified, lower leg"
C0869430,718.86,ICD9CM,71886,Jt derangement NEC-l/leg
C0869432,718.87,ICD9CM,71887,"Other joint derangement, not elsewhere classified, ankle and foot"
C0869432,718.87,ICD9CM,71887,Jt derangement NEC-ankle
C0869434,718.88,ICD9CM,71888,"Other joint derangement, not elsewhere classified, other specified sites"
C0869434,718.88,ICD9CM,71888,Jt derangment NEC-oth jt
C0869436,718.89,ICD9CM,71889,"Other joint derangement, not elsewhere classified, multiple sites"
C0869436,718.89,ICD9CM,71889,Jt derangement NEC-mult
C0869438,,MTH,NOCODE,"Other affections of shoulder region, NEC in ICD9CM"
C0869438,726.2,ICD9CM,7262,"Other affections of shoulder region, not elsewhere classified"
C0869438,726.2,ICD9CM,7262,Shoulder region dis NEC
C0869440,,MTH,NOCODE,"Poisoning by antidotes and chelating agents, NEC in ICD9CM_2014"
C0869440,977.2,ICD9CM,9772,"Poisoning by antidotes and chelating agents, not elsewhere classified"
C0869440,977.2,ICD9CM,9772,Poisoning-antidotes NEC
C0869442,,MTH,NOCODE,"Unspecified complication of procedure, NEC in ICD9CM_2014"
C0869442,998.9,ICD9CM,9989,"Unspecified complication of procedure, not elsewhere classified"
C0869442,998.9,ICD9CM,9989,Surgical complicat NOS
C0869445,E852.5,ICD9CM,E8525,"Accidental poisoning by mixed sedatives, not elsewhere classified"
C0869445,E852.5,ICD9CM,E8525,Acc poison-mix sedtv NEC
C0869447,,MTH,NOCODE,"Lumbosacral root lesions, NEC in ICD9CM_2014"
C0869447,353.4,ICD9CM,3534,"Lumbosacral root lesions, not elsewhere classified"
C0869447,353.4,ICD9CM,3534,Lumbsacral root les NEC
C0869450,719.5,ICD9CM,7195,"Stiffness of joint, not elsewhere classified"
C0869452,,MTH,NOCODE,"Other diseases of respiratory system, NEC in ICD9CM"
C0869452,519.8,ICD9CM,5198,"Other diseases of respiratory system, not elsewhere classified"
C0869452,519.8,ICD9CM,5198,Resp system disease NEC
C0869476,,MTH,NOCODE,"Revision of operative wound of anterior segment, NEC in ICD9CM_2014"
C0869476,12.83,ICD9CM,1283,"Revision of operative wound of anterior segment, not elsewhere classified"
C0869476,12.83,ICD9CM,1283,Revis ant seg op wnd NEC
C0869477,,MTH,NOCODE,"Removal of packing from trunk, NEC in ICD9CM_2014"
C0869477,97.85,ICD9CM,9785,"Removal of packing from trunk, not elsewhere classified"
C0869477,97.85,ICD9CM,9785,Remov trunk packing NEC
C0869481,V65.4,ICD9CM,V654,"Other counseling, not elsewhere classified"
C0869483,,MTH,NOCODE,"Other known or suspected fetal abnormality, NEC, affecting management of mother in ICD9CM"
C0869483,655.8,ICD9CM,6558,"Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother"
C0869496,259.3,ICD9CM,2593,"Ectopic hormone secretion, not elsewhere classified"
C0869496,259.3,ICD9CM,2593,Ectopic hormone secr NEC
C0869499,,MTH,NOCODE,"Delay in sexual development and puberty, NEC in ICD9CM_2014"
C0869499,259.0,ICD9CM,2590,Delay sexual develop NEC
C0869499,259.0,ICD9CM,2590,"Delay in sexual development and puberty, not elsewhere classified"
C0869502,E933.4,ICD9CM,E9334,"Enzymes, not elsewhere classified, causing adverse effects in therapeutic use"
C0869502,E933.4,ICD9CM,E9334,Adv eff enzymes NEC
C0869504,E933.5,ICD9CM,E9335,"Vitamins, not elsewhere classified, causing adverse effects in therapeutic use"
C0869504,E933.5,ICD9CM,E9335,Adv eff vitamins NEC
C0869507,,MTH,NOCODE,"Poisoning by enzymes, NEC in ICD9CM_2014"
C0869507,963.4,ICD9CM,9634,Poisoning-enzymes NEC
C0869507,963.4,ICD9CM,9634,"Poisoning by enzymes, not elsewhere classified"
C0869511,,MTH,NOCODE,"Poisoning by vitamins, NEC in ICD9CM_2014"
C0869511,963.5,ICD9CM,9635,Poisoning-vitamins NEC
C0869511,963.5,ICD9CM,9635,"Poisoning by vitamins, not elsewhere classified"
C0869513,E850.4,ICD9CM,E8504,"Accidental poisoning by aromatic analgesics, not elsewhere classified"
C0869513,E850.4,ICD9CM,E8504,Acc poison-arom analgesc
C0869515,,MTH,NOCODE,"Precocious sexual development and puberty, NEC in ICD9CM_2014"
C0869515,259.1,ICD9CM,2591,Sexual precocity NEC
C0869515,259.1,ICD9CM,2591,"Precocious sexual development and puberty, not elsewhere classified"
C0869528,711.6,ICD9CM,7116,Arthropathy associated with mycoses
C0869528,711.60,ICD9CM,71160,"Arthropathy associated with mycoses, site unspecified"
C0869528,711.60,ICD9CM,71160,Mycotic arthritis-unspec
C0869904,72-75.99,ICD9CM,72-7599,OBSTETRICAL PROCEDURES
C0870073,28,ICD9CM,28,Operations on tonsils and adenoids
C0876943,98.20,ICD9CM,9820,"Removal of foreign body, not otherwise specified"
C0876943,98.20,ICD9CM,9820,Removal of FB NOS
C0877176,038.12,ICD9CM,03812,MRSA septicemia
C0877176,038.12,ICD9CM,03812,Methicillin resistant Staphylococcus aureus septicemia
C0877208,674.5,ICD9CM,6745,Peripartum cardiomyopathy
C0877308,779.82,ICD9CM,77982,Neonatal tachycardia
C0877308,779.82,ICD9CM,77982,Neonatal tachycardia
C0877720,739.0,ICD9CM,7390,"Nonallopathic lesions, head region"
C0877720,739.0,ICD9CM,7390,Somat dys head region
C0877722,739.1,ICD9CM,7391,"Nonallopathic lesions, cervical region"
C0877722,739.1,ICD9CM,7391,Somat dysfunc cervic reg
C0877724,739.2,ICD9CM,7392,"Nonallopathic lesions, thoracic region"
C0877724,739.2,ICD9CM,7392,Somat dysfunc thorac reg
C0877726,739.3,ICD9CM,7393,"Nonallopathic lesions, lumbar region"
C0877726,739.3,ICD9CM,7393,Somat dysfunc lumbar reg
C0877728,739.4,ICD9CM,7394,"Nonallopathic lesions, sacral region"
C0877728,739.4,ICD9CM,7394,Somat dysfunc sacral reg
C0877730,739.5,ICD9CM,7395,"Nonallopathic lesions, pelvic region"
C0877730,739.5,ICD9CM,7395,Somat dysfunc pelvic reg
C0877732,739.6,ICD9CM,7396,"Nonallopathic lesions, lower extremities"
C0877732,739.6,ICD9CM,7396,Somat dysfunc lower extr
C0877734,739.7,ICD9CM,7397,"Nonallopathic lesions, upper extremities"
C0877734,739.7,ICD9CM,7397,Somat dysfunc upper extr
C0877736,739.8,ICD9CM,7398,"Nonallopathic lesions, rib cage"
C0877736,739.8,ICD9CM,7398,Somat dysfunc rib cage
C0877738,,MTH,NOCODE,"Peripheral vascular complications, NEC in ICD9CM_2014"
C0877738,997.2,ICD9CM,9972,"Peripheral vascular complications, not elsewhere classified"
C0877738,997.2,ICD9CM,9972,Surg comp-peri vasc syst
C0877771,,MTH,NOCODE,"Angioneurotic edema, NEC in ICD9CM_2014"
C0877771,995.1,ICD9CM,9951,Angioneurotic edema
C0877771,995.1,ICD9CM,9951,"Angioneurotic edema, not elsewhere classified"
C0877792,327.3,ICD9CM,3273,Circadian rhythm sleep disorder
C0877841,V15.0,ICD9CM,V150,"Personal history of allergy, other than to medicinal agents, presenting hazards to health"
C0877842,V26.2,ICD9CM,V262,Procreation management investigation and testing
C0877843,V76.49,ICD9CM,V7649,Special screening for malignant neoplasms of other sites
C0877843,V76.4,ICD9CM,V764,Screening for malignant neoplasms of other sites
C0877843,V76.49,ICD9CM,V7649,Screen mal neop oth site
C0877844,V76.8,ICD9CM,V768,Screening for other malignant neoplasms
C0877845,V77.99,ICD9CM,V7799,"Screening for other and unspecified endocrine, nutritional, metabolic, and immunity disorders"
C0877845,V77.9,ICD9CM,V779,"Screening for other and unspecified endocrine, nutritional, metabolic and immunity disorders"
C0877845,V77.99,ICD9CM,V7799,Screen-endoc/nut/met NEC
C0878514,35.84,ICD9CM,3584,"Total correction of transposition of great vessels, not elsewhere classified"
C0878514,35.84,ICD9CM,3584,Tot cor transpos grt ves
C0878518,E909.4,ICD9CM,E9094,Tidalwave caused by earthquake
C0878518,E909.4,ICD9CM,E9094,Acc d/t tidalwave NOS
C0878544,425,ICD9CM,425,Cardiomyopathy
C0878688,082.49,ICD9CM,08249,Other ehrlichiosis
C0878688,082.49,ICD9CM,08249,Ehrlichiosis NEC
C0878691,294.10,ICD9CM,29410,Dementia in conditions classified elsewhere without behavioral disturbance
C0878691,294.10,ICD9CM,29410,Dementia w/o behav dist
C0878692,294.11,ICD9CM,29411,Dementia in conditions classified elsewhere with behavioral disturbance
C0878692,294.11,ICD9CM,29411,Dementia w behavior dist
C0878693,372.81,ICD9CM,37281,Conjunctivochalasis
C0878693,372.81,ICD9CM,37281,Conjunctivochalasis
C0878694,477.1,ICD9CM,4771,Allergic rhinitis due to food
C0878694,477.1,ICD9CM,4771,Allergic rhinitis-food
C0878695,494.0,ICD9CM,4940,Bronchiectasis without acute exacerbation
C0878695,494.0,ICD9CM,4940,Bronchiectas w/o ac exac
C0878696,494.1,ICD9CM,4941,Bronchiectasis with acute exacerbation
C0878696,494.1,ICD9CM,4941,Bronchiectasis w ac exac
C0878697,600.2,ICD9CM,6002,Benign localized hyperplasia of prostate
C0878700,707.10,ICD9CM,70710,"Ulcer of lower limb, unspecified"
C0878700,707.10,ICD9CM,70710,Ulcer of lower limb NOS
C0878701,707.11,ICD9CM,70711,Ulcer of thigh
C0878701,707.11,ICD9CM,70711,Ulcer of thigh
C0878702,707.14,ICD9CM,70714,Ulcer of heel and midfoot
C0878702,707.14,ICD9CM,70714,Ulcer of heel & midfoot
C0878703,707.15,ICD9CM,70715,Ulcer of other part of foot
C0878703,707.15,ICD9CM,70715,Ulcer other part of foot
C0878704,707.19,ICD9CM,70719,Ulcer of other part of lower limb
C0878704,707.19,ICD9CM,70719,Ulcer oth part low limb
C0878705,727.83,ICD9CM,72783,Plica syndrome
C0878705,727.83,ICD9CM,72783,Plica syndrome
C0878706,783.40,ICD9CM,78340,"Lack of normal physiological development, unspecified"
C0878706,783.40,ICD9CM,78340,Lack norm physio dev NOS
C0878707,790.01,ICD9CM,79001,Precipitous drop in hematocrit
C0878707,790.01,ICD9CM,79001,"Drop, hematocrit, precip"
C0878708,790.09,ICD9CM,79009,Other abnormality of red blood cells
C0878708,790.09,ICD9CM,79009,Abnormal RBC NEC
C0878709,792.5,ICD9CM,7925,Cloudy (hemodialysis) (peritoneal) dialysis effluent
C0878709,792.5,ICD9CM,7925,Cloudy dialysis effluent
C0878710,V15.02,ICD9CM,V1502,Allergy to milk products
C0878710,V15.02,ICD9CM,V1502,Hx-milk prod allergy
C0878711,V15.05,ICD9CM,V1505,Allergy to other foods
C0878711,V15.05,ICD9CM,V1505,Hx-other food allergy
C0878713,V15.08,ICD9CM,V1508,Allergy to radiographic dye
C0878713,V15.08,ICD9CM,V1508,Hx-radiogrphc dye allrgy
C0878714,V15.09,ICD9CM,V1509,"Other allergy, other than to medicinal agents"
C0878714,V15.09,ICD9CM,V1509,Hx-allergy NEC
C0878715,V21.3,ICD9CM,V213,Low birth weight status
C0878716,V21.30,ICD9CM,V2130,"Low birth weight status, unspecified"
C0878716,V21.30,ICD9CM,V2130,Low birthwt status NOS
C0878717,V21.31,ICD9CM,V2131,"Low birth weight status, less than 500 grams"
C0878717,V21.31,ICD9CM,V2131,Low birthwt status <500g
C0878718,V21.32,ICD9CM,V2132,"Low birth weight status, 500-999 grams"
C0878718,V21.32,ICD9CM,V2132,Low birthwt 500-999g
C0878719,V21.33,ICD9CM,V2133,"Low birth weight status, 1000-1499 grams"
C0878719,V21.33,ICD9CM,V2133,Low birthwt 1000-1499g
C0878720,V21.34,ICD9CM,V2134,"Low birth weight status, 1500-1999 grams"
C0878720,V21.34,ICD9CM,V2134,Low birthwt 1500-1999g
C0878721,V21.35,ICD9CM,V2135,"Low birth weight status, 2000-2500 grams"
C0878721,V21.35,ICD9CM,V2135,Low birthwt 2000-2500g
C0878722,V26.22,ICD9CM,V2622,Aftercare following sterilization reversal
C0878722,V26.22,ICD9CM,V2622,Sterilzation rev aftcare
C0878723,V26.29,ICD9CM,V2629,Other investigation and testing
C0878723,V26.29,ICD9CM,V2629,Investigate & test NEC
C0878725,V45.74,ICD9CM,V4574,"Acquired absence of organ, other parts of urinary tract"
C0878725,V45.74,ICD9CM,V4574,Acq absence urinary trct
C0878726,V45.75,ICD9CM,V4575,"Acquired absence of organ, stomach"
C0878726,V45.75,ICD9CM,V4575,Acq absence of stomach
C0878727,V45.76,ICD9CM,V4576,"Acquired absence of organ, lung"
C0878727,V45.76,ICD9CM,V4576,Acq absence of lung
C0878729,V49.8,ICD9CM,V498,Other specified conditions influencing health status
C0878729,V49.89,ICD9CM,V4989,Other specified conditions influencing health status
C0878729,V49.89,ICD9CM,V4989,Conditn influ health NEC
C0878730,V56.3,ICD9CM,V563,Encounter for adequacy testing for dialysis
C0878731,V56.31,ICD9CM,V5631,Encounter for adequacy testing for hemodialysis
C0878731,V56.31,ICD9CM,V5631,Hemodialysis testing
C0878732,V56.32,ICD9CM,V5632,Encounter for adequacy testing for peritoneal dialysis
C0878732,V56.32,ICD9CM,V5632,Peritoneal dialysis test
C0878734,V67.00,ICD9CM,V6700,"Follow-up examination, following surgery, unspecified"
C0878734,V67.00,ICD9CM,V6700,Follow-up surgery NOS
C0878735,V67.01,ICD9CM,V6701,"Following surgery, follow-up vaginal pap smear"
C0878735,V67.01,ICD9CM,V6701,Follow-up vag pap smear
C0878736,V67.09,ICD9CM,V6709,"Follow-up examination, following other surgery"
C0878736,V67.09,ICD9CM,V6709,Follow-up surgery NEC
C0878737,V71.81,ICD9CM,V7181,Observation and evaluation for suspected abuse and neglect
C0878737,V71.81,ICD9CM,V7181,Observe-abuse & neglect
C0878739,V76.47,ICD9CM,V7647,Special screening for malignant neoplasms of vagina
C0878739,V76.47,ICD9CM,V7647,Screen malig neop-vagina
C0878740,V76.5,ICD9CM,V765,Screening for malignant neoplasms of intestine
C0878741,V76.50,ICD9CM,V7650,"Special screening for malignant neoplasms for intestine, unspecified"
C0878741,V76.50,ICD9CM,V7650,Scrn malig neo-intes NOS
C0878742,V76.51,ICD9CM,V7651,Special screening for malignant neoplasms of colon
C0878742,V76.51,ICD9CM,V7651,Screen malig neop-colon
C0878746,E885.1,ICD9CM,E8851,Fall from roller skates
C0878746,E885.1,ICD9CM,E8851,Fall from roller skates
C0878747,E885.2,ICD9CM,E8852,Fall from skateboard
C0878747,E885.2,ICD9CM,E8852,Fall from skateboard
C0878748,E885.3,ICD9CM,E8853,Fall from skis
C0878748,E885.3,ICD9CM,E8853,Fall from skis
C0878749,E885.4,ICD9CM,E8854,Fall from snowboard
C0878749,E885.4,ICD9CM,E8854,Fall from snowboard
C0878750,E885.9,ICD9CM,E8859,"Fall from other slipping, tripping, or stumbling"
C0878750,E885.9,ICD9CM,E8859,Fall from slipping NEC
C0878751,645,ICD9CM,645,Late pregnancy
C0878752,783.2,ICD9CM,7832,Abnormal loss of weight and underweight
C0878753,783.4,ICD9CM,7834,Lack of expected normal physiological development in childhood
C0878754,V26.3,ICD9CM,V263,Genetic counseling and testing on procreative management
C0878755,V49,ICD9CM,V49,Other conditions influencing health status
C0878756,E967,ICD9CM,E967,Perpetrator of child and adult abuse
C0878757,E967.0,ICD9CM,E9670,"Perpetrator of child and adult abuse, by father, stepfather, or boyfriend"
C0878757,E967.0,ICD9CM,E9670,Abuse by fther/stpfth/bf
C0878758,E967.2,ICD9CM,E9672,"Perpetrator of child and adult abuse, by mother, stepmother, or girlfriend"
C0878758,E967.2,ICD9CM,E9672,Abuse by mther/stpmth/gf
C0878773,596.51,ICD9CM,59651,Hypertonicity of bladder
C0878773,596.51,ICD9CM,59651,Hypertonicity of bladder
C0886366,,MTH,NOCODE,Encounter due to other acquired absence of organ NEC in ICD9CM
C0886366,V45.79,ICD9CM,V4579,Acq absence of organ NEC
C0886366,V45.79,ICD9CM,V4579,Other acquired absence of organ
C0886496,V26.21,ICD9CM,V2621,Fertility testing
C0886496,V26.21,ICD9CM,V2621,Fertility testing
C0917799,780.54,ICD9CM,78054,Hypersomnia NOS
C0917799,780.54,ICD9CM,78054,"Hypersomnia, unspecified"
C0917801,780.52,ICD9CM,78052,Insomnia NOS
C0917801,780.52,ICD9CM,78052,"Insomnia, unspecified"
C0917805,435,ICD9CM,435,Transient cerebral ischemia
C0917805,435.9,ICD9CM,4359,Unspecified transient cerebral ischemia
C0917805,435.9,ICD9CM,4359,Trans cereb ischemia NOS
C0917918,V15.01,ICD9CM,V1501,Allergy to peanuts
C0917918,V15.01,ICD9CM,V1501,Hx-peanut allergy
C0917919,V15.03,ICD9CM,V1503,Allergy to eggs
C0917919,V15.03,ICD9CM,V1503,Hx-eggs allergy
C0917920,V15.04,ICD9CM,V1504,Allergy to seafood
C0917920,V15.04,ICD9CM,V1504,Hx-seafood allergy
C0917921,V15.07,ICD9CM,V1507,Allergy to latex
C0917921,V15.07,ICD9CM,V1507,Hx-latex allergy
C0917922,V45.78,ICD9CM,V4578,Acquired absence of eye
C0917922,V45.78,ICD9CM,V4578,"Acquired absence of organ, eye"
C0917967,379.4,ICD9CM,3794,Anomalies of pupillary function
C0917967,379.40,ICD9CM,37940,"Abnormal pupillary function, unspecified"
C0917967,379.40,ICD9CM,37940,Abn pupil function NOS
C0917981,335.21,ICD9CM,33521,Progressive muscular atrophy
C0917981,335.21,ICD9CM,33521,Prog muscular atrophy
C0919563,443.23,ICD9CM,44323,Dissection renal artery
C0919563,443.23,ICD9CM,44323,Dissection of renal artery
C0920028,208.92,ICD9CM,20892,Leukemia NOS in relapse
C0920028,208.92,ICD9CM,20892,"Unspecified leukemia, in relapse"
C0920049,567.3,ICD9CM,5673,Retroperitoneal infections
C0920296,315.0,ICD9CM,3150,Developmental reading disorder
C0920296,315.02,ICD9CM,31502,Developmental dyslexia
C0920296,315.02,ICD9CM,31502,Developmental dyslexia
C0920296,315.00,ICD9CM,31500,Reading disorder NOS
C0920296,315.00,ICD9CM,31500,"Developmental reading disorder, unspecified"
C0936215,266.1,ICD9CM,2661,Vitamin B6 deficiency
C0936215,266.1,ICD9CM,2661,Vitamin b6 deficiency
C0936250,054.0,ICD9CM,0540,Eczema herpeticum
C0936250,054.0,ICD9CM,0540,Eczema herpeticum
C0948343,518.7,ICD9CM,5187,Transfusion related acute lung injury (TRALI)
C0948343,518.7,ICD9CM,5187,Transfsn rel ac lung inj
C0948364,996.45,ICD9CM,99645,Peri-prosthetic osteolysis
C0948364,996.45,ICD9CM,99645,Periprosthetc osteolysis
C0949022,154.1,ICD9CM,1541,Malignant neoplasm of rectum
C0949022,154.1,ICD9CM,1541,Malignant neopl rectum
C0949122,464.00,ICD9CM,46400,Acute laryngitis without mention of obstruction
C0949122,464.00,ICD9CM,46400,Ac laryngitis w/o obst
C0949123,464.01,ICD9CM,46401,Acute laryngitis with obstruction
C0949123,464.01,ICD9CM,46401,Ac laryngitis w obstruct
C0949126,464.51,ICD9CM,46451,"Supraglottitis unspecified, with obstruction"
C0949126,464.51,ICD9CM,46451,Supraglottis w obstr NOS
C0949130,525.11,ICD9CM,52511,Loss of teeth due to trauma
C0949130,525.11,ICD9CM,52511,Loss of teeth d/t trauma
C0949131,525.12,ICD9CM,52512,Loss of teeth due to periodontal disease
C0949131,525.12,ICD9CM,52512,Loss teeth d/t peri dis
C0949132,525.13,ICD9CM,52513,Loss of teeth due to caries
C0949132,525.13,ICD9CM,52513,Loss of teeth d/t caries
C0949133,525.19,ICD9CM,52519,Other loss of teeth
C0949133,525.19,ICD9CM,52519,Loss of teeth NEC
C0949134,564.02,ICD9CM,56402,Outlet dysfunction constipation
C0949134,564.02,ICD9CM,56402,Outlet dysfnc constption
C0949135,564.09,ICD9CM,56409,Other constipation
C0949135,564.09,ICD9CM,56409,Constipation NEC
C0949136,602.3,ICD9CM,6023,Dysplasia of prostate
C0949136,602.3,ICD9CM,6023,Dysplasia of prostate
C0949138,733.93,ICD9CM,73393,Stress fracture of tibia or fibula
C0949138,733.93,ICD9CM,73393,Stress fx tibia/fibula
C0949139,733.94,ICD9CM,73394,Stress fracture of the metatarsals
C0949139,733.94,ICD9CM,73394,Stress fx metatarsals
C0949140,733.95,ICD9CM,73395,Stress fracture of other bone
C0949140,733.95,ICD9CM,73395,Stress fracture bone NEC
C0949141,772.10,ICD9CM,77210,Intraventricular hemorrhage unspecified grade
C0949141,772.10,ICD9CM,77210,NB intraven hem NOS
C0949142,772.11,ICD9CM,77211,"Intraventricular hemorrhage, grade I"
C0949142,772.11,ICD9CM,77211,"NB intraven hem,grade i"
C0949143,772.12,ICD9CM,77212,"Intraventricular hemorrhage, grade II"
C0949143,772.12,ICD9CM,77212,"NB intraven hem,grade ii"
C0949144,772.13,ICD9CM,77213,"Intraventricular hemorrhage, grade III"
C0949144,772.13,ICD9CM,77213,"NB intravn hem,grade iii"
C0949145,772.14,ICD9CM,77214,"Intraventricular hemorrhage, grade IV"
C0949145,772.14,ICD9CM,77214,"NB intraven hem,grade iv"
C0949146,793.80,ICD9CM,79380,"Abnormal mammogram, unspecified"
C0949146,793.80,ICD9CM,79380,Ab mammogram NOS
C0949148,793.89,ICD9CM,79389,Other (abnormal) findings on radiological examination of breast
C0949148,793.89,ICD9CM,79389,Abn finding-breast NEC
C0949149,840.7,ICD9CM,8407,Superior glenoid labrum lesion
C0949149,840.7,ICD9CM,8407,Sup glenoid labrm lesion
C0949150,997.71,ICD9CM,99771,Vascular complications of mesenteric artery
C0949150,997.71,ICD9CM,99771,Vasc comp mesenteric art
C0949151,997.72,ICD9CM,99772,Vascular complications of renal artery
C0949151,997.72,ICD9CM,99772,Vasc comp renal artery
C0949152,997.7,ICD9CM,9977,Vascular complications of other vessels
C0949152,997.79,ICD9CM,99779,Vascular complications of other vessels
C0949152,997.79,ICD9CM,99779,Vascular comp vessel NEC
C0949153,V10.53,ICD9CM,V1053,Personal history of malignant neoplasm of renal pelvis
C0949153,V10.53,ICD9CM,V1053,Hx malig renal pelvis
