QueryID	PMID	ABSTRACT	SCORE	CONCEPTS
11	34249527	Coronavirus Disease 2019 Pneumonia and Acute Pancreatitis in a Young Girl.	91.353096	"{""C0476327"": [""elevated serum amylase"", [""T033""]], ""C0001339"": [""acute pancreatitis"", [""T047""]], ""C0740651"": [""abdominal symptoms"", [""T184""]], ""C0035234"": [""breath sounds"", [""T201""]], ""C3827868"": [""tachycardia"", [""T033""]], ""C0031809"": [""examination"", [""T058""]], ""C0230185"": [""epigastrium"", [""T029""]], ""C0332448"": [""infiltrates"", [""T046""]], ""C0234233"": [""tenderness"", [""T184""]], ""C0040405"": [""tomography"", [""T060""]], ""C0376636"": [""management"", [""T058""]], ""C4726677"": [""remdesivir"", [""T121"", ""T109""]], ""C0000726"": [""abdominal"", [""T029""]], ""C0012634"": [""Diagnosis"", [""T047""]], ""C0700287"": [""reported"", [""T058""]], ""C1446409"": [""positive"", [""T033""]], ""C0771711"": [""pancreas"", [""T121"", ""T109""]], ""C1457868"": [""worsened"", [""T033""]], ""C0150312"": [""present"", [""T033""]], ""C0040808"": [""regimen"", [""T061""]], ""C1457887"": [""symptom"", [""T184""]], ""C1547227"": [""Severe"", [""T170""]], ""C0027497"": [""nausea"", [""T184""]], ""C0023764"": [""lipase"", [""T126"", ""T121"", ""T116""]], ""C0030054"": [""oxygen"", [""T123"", ""T121"", ""T196""]], ""C0015967"": [""fever"", [""T184""]], ""C0229671"": [""serum"", [""T031""]], ""C0013604"": [""edema"", [""T046""]], ""C0817096"": [""chest"", [""T029""]], ""C0043299"": [""X-ray"", [""T060""]], ""C0024109"": [""lungs"", [""T023""]], ""C0021853"": [""bowel"", [""T023""]], ""C1561543"": [""year"", [""T170""]], ""C0030193"": [""pain"", [""T184""]], ""C1561540"": [""week"", [""T170""]], ""C0024115"": [""Lung"", [""T047""]], ""C1561538"": [""day"", [""T170""]], ""C0087153"": [""respirator"", [""T074""]], ""C0030685"": [""discharge"", [""T058""]], ""C3714636"": [""pneumonias"", [""T047""]], ""C0009993"": [""Copyrights"", [""T170""]], ""C0039082"": [""syndromes"", [""T047""]], ""C2986440"": [""initials"", [""T170""]], ""C0812732"": [""Azithromycin"", [""T200""]], ""C0206750"": [""Coronavirus"", [""T047""]], ""C1549071"": [""Provisional"", [""T033""]], ""C1535950"": [""GI inflammation"", [""T047""]], ""C0079639"": [""inverse polymerase chain reaction"", [""T059"", ""T063""]], ""C0201682"": [""Chemistry"", [""T059""]], ""C0032285"": [""pneumonia"", [""T047""]], ""C0687152"": [""coughs"", [""T033""]], ""C0776963"": [""wadded"", [""T074""]], ""C0011777"": [""dexamethasone"", [""T121"", ""T109""]], ""C4697740"": [""Not demonstrated"", [""T033""]], ""C3898969"": [""Vomiting"", [""T170""]], ""C1441526"": [""Computed"", [""T059""]], ""C0018609"": [""h disease"", [""T047""]], ""C0522792"": [""administration of intravenous fluids"", [""T061""]]}"
12	15952487	A patient with abdominal distension.	91.33391	"{""C0232694"": [""increased bowel sounds"", [""T033""]], ""C0740651"": [""abdominal symptoms"", [""T184""]], ""C0199900"": [""rectal examination"", [""T060""]], ""C0812428"": [""nasogastric tube"", [""T061""]], ""C1272641"": [""blood pressure"", [""T033""]], ""C1299586"": [""difficulties"", [""T033""]], ""C0004339"": [""auscultation"", [""T060""]], ""C0040405"": [""tomography"", [""T060""]], ""C0700124"": [""distended"", [""T033""]], ""C0442739"": [""unchanged"", [""T033""]], ""C0042963"": [""vomiting"", [""T184""]], ""C0277797"": [""afebrile"", [""T033""]], ""C0184511"": [""improved"", [""T033""]], ""C0030705"": [""patient"", [""T101""]], ""C0262512"": [""history"", [""T033""]], ""C0015663"": [""fasting"", [""T033""]], ""C0015733"": [""faeces"", [""T031""]], ""C0027497"": [""nausea"", [""T184""]], ""C0014268"": [""enema"", [""T061""]], ""C0042965"": [""vomit"", [""T031""]], ""C0043299"": [""X-ray"", [""T060""]], ""C0030193"": [""pain"", [""T184""]], ""C0577559"": [""mass"", [""T033""]], ""C0441633"": [""scan"", [""T060""]], ""C0455405"": [""Hypertension"", [""T033""]], ""C0241703"": [""High-pitched"", [""T033""]], ""C0424641"": [""height loss"", [""T033""]], ""C3714614"": [""Distension"", [""T033""]], ""C1706307"": [""Irritation"", [""T033""]], ""C0238551"": [""left lower quadrant pain"", [""T184""]], ""C1455884"": [""Elev C-reactive protein"", [""T033""]], ""C2973270"": [""Annual physical examination"", [""T061""]], ""C3839460"": [""Nonprogressive"", [""T033""]], ""C0236124"": [""GI obstruction"", [""T047""]], ""C0041325"": [""peritonitis tb"", [""T047""]], ""C1549114"": [""Unreported"", [""T033""]], ""C0449900"": [""contrasted"", [""T060""]], ""C0558507"": [""anal examination"", [""T060""]], ""C0232495"": [""lower abdominal pain"", [""T184""]], ""C0332155"": [""untreated"", [""T033""]], ""C2239101"": [""Hemoglobin"", [""T033""]], ""C4533677"": [""at admission"", [""T033""]]}"
13	30159355	Bilateral Renal Hypoperfusion Following Motor Vehicle Accident.	90.938	"{""C0000932"": [""motor vehicle accident"", [""T037""]], ""C0086181"": [""intravenous drug abuse"", [""T048""]], ""C1275743"": [""comorbid condition"", [""T033""]], ""C1167879"": [""scan with contrast"", [""T060""]], ""C0412620"": [""CT of abdomen"", [""T060""]], ""C0878544"": [""cardiomyopathies"", [""T047""]], ""C0203408"": [""renal ultrasound"", [""T060""]], ""C0848377"": [""abdominal trauma"", [""T037""]], ""C0262926"": [""medical history"", [""T033""]], ""C0240320"": [""medication use"", [""T033""]], ""C0022658"": [""kidney disease"", [""T047""]], ""C0013516"": [""Echocardiogram"", [""T060""]], ""C4554323"": [""Abdominal pain"", [""T033""]], ""C0442856"": [""hypoperfusion"", [""T046""]], ""C0009791"": [""consciousness"", [""T033""]], ""C0232197"": [""fibrillation"", [""T047""]], ""C0014118"": [""endocarditis"", [""T047""]], ""C0043253"": [""blunt trauma"", [""T037""]], ""C0009806"": [""constipation"", [""T184""]], ""C0581394"": [""leg swelling"", [""T046""]], ""C0302148"": [""blood clots"", [""T046""]], ""C0040405"": [""CT scan"", [""T060""]], ""C5441521"": [""complaint"", [""T184""]], ""C0239783"": [""groin pain"", [""T184""]], ""C0003862"": [""joint pain"", [""T184""]], ""C0042384"": [""vasculitis"", [""T047""]], ""C1546399"": [""emergency"", [""T033""]], ""C0442797"": [""decreased"", [""T033""]], ""C4263342"": [""metabolic"", [""T060""]], ""C0231881"": [""resonance"", [""T033""]], ""C0027627"": [""secondary"", [""T191""]], ""C0042963"": [""vomiting"", [""T184""]], ""C0011991"": [""diarrhea"", [""T184""]], ""C0037088"": [""finding"", [""T184""]], ""C0033213"": [""problem"", [""T033""]], ""C0087086"": [""thrombi"", [""T046""]], ""C0150312"": [""present"", [""T033""]], ""C0030705"": [""patient"", [""T101""]], ""C0262512"": [""history"", [""T033""]], ""C0013428"": [""dysuria"", [""T184""]], ""C0332575"": [""redness"", [""T033""]], ""C0079595"": [""imaging"", [""T060""]], ""C0085593"": [""chills"", [""T184""]], ""C0027497"": [""nausea"", [""T184""]], ""C3263723"": [""injury"", [""T037""]], ""C0015967"": [""fever"", [""T184""]], ""C0005768"": [""blood"", [""T031""]], ""C0441633"": [""scan"", [""T060""]], ""C0030193"": [""pain"", [""T184""]], ""C1446409"": [""rule"", [""T033""]], ""C0600083"": [""discharge"", [""T031""]], ""C0002978"": [""angiograms"", [""T060""]], ""C0398623"": [""Hypercoagulable"", [""T047""]], ""C0266292"": [""Abnormal kidneys"", [""T019""]], ""C0151632"": [""High erythrocyte sedimentation rate"", [""T033""]], ""C0233730"": [""swearing"", [""T033""]], ""C1707501"": [""Contrast-enhanced MRI"", [""T060""]], ""C4722602"": [""Underlying"", [""T033""]], ""C1514893"": [""Resolved"", [""T046""]], ""C0233256"": [""Malpresentation"", [""T033""]], ""C0442743"": [""noninflammatory"", [""T033""]], ""C1550450"": [""Transient"", [""T033""]], ""C1549114"": [""Unreported"", [""T033""]], ""C0086168"": [""Dissociation"", [""T048""]], ""C4283785"": [""Complete"", [""T033""]], ""C1858397"": [""No hematuria"", [""T033""]]}"
14	29090653	Tuberculous pyelonephritis in children: three case reports.	90.25073	"{""C0520743"": [""mediastinal lymphadenopathy"", [""T047""]], ""C0275927"": [""Tuberculous pyelonephritis"", [""T047""]], ""C0858195"": [""Mycobacterium tuberculosis"", [""T047""]], ""C0152915"": [""disseminated tuberculosis"", [""T047""]], ""C0235592"": [""cervical lymphadenopathy"", [""T047""]], ""C0456973"": [""hilar lymphadenopathy"", [""T046""]], ""C0520575"": [""acute pyelonephritis"", [""T047""]], ""C0423736"": [""burning micturition"", [""T184""]], ""C2243017"": [""needle aspiration"", [""T061""]], ""C3842377"": [""Chest radiograph"", [""T060""]], ""C0034186"": [""pyelonephritis"", [""T047""]], ""C0006663"": [""calcification"", [""T046""]], ""C0518609"": [""consideration"", [""T033""]], ""C1304836"": [""Mantoux test"", [""T060""]], ""C0041296"": [""tuberculous"", [""T047""]], ""C0024031"": [""lumbar pain"", [""T184""]], ""C0027695"": [""Nephrectomy"", [""T061""]], ""C0016199"": [""flank pain"", [""T184""]], ""C0040405"": [""tomography"", [""T060""]], ""C0018965"": [""haematuria"", [""T047""]], ""C0011900"": [""diagnosed"", [""T060""]], ""C0018188"": [""granuloma"", [""T046""]], ""C0750484"": [""confirmed"", [""T033""]], ""C0231881"": [""resonance"", [""T033""]], ""C1446409"": [""positive"", [""T033""]], ""C0030705"": [""patients"", [""T101""]], ""C0262512"": [""history"", [""T033""]], ""C0013428"": [""dysuria"", [""T184""]], ""C0000833"": [""abscess"", [""T047""]], ""C0021359"": [""sterile"", [""T046""]], ""C0015967"": [""fever"", [""T184""]], ""C0042036"": [""urine"", [""T031""]], ""C0024202"": [""lymph"", [""T031""]], ""C0441633"": [""scan"", [""T060""]], ""C0017654"": [""gfr"", [""T060""]], ""C0042029"": [""urinary tract infections"", [""T047""]], ""C0041316"": [""tuberculous lymphadenitis"", [""T047""]], ""C0033687"": [""proteinurias"", [""T033""]], ""C0041618"": [""ultrasonography"", [""T060""]], ""C0087111"": [""treatments"", [""T061""]], ""C3841832"": [""Non-functioning"", [""T033""]], ""C0412620"": [""CT of abdomen"", [""T060""]], ""C0037088"": [""finding"", [""T184""]], ""C0679362"": [""Extrapulmonary tuberculosis"", [""T047""]], ""C0237058"": [""no hydronephrosis"", [""T033""]], ""C0012634"": [""Diagnosis"", [""T047""]], ""C0449900"": [""contrasted"", [""T060""]], ""C0423899"": [""bright"", [""T033""]], ""C4697740"": [""Not demonstrated"", [""T033""]], ""C0150312"": [""present"", [""T033""]], ""C5238761"": [""Symptoms"", [""T184""]], ""C1293134"": [""Enlarged"", [""T061""]], ""C4699613"": [""<2 years"", [""T033""]], ""C3842337"": [""0 days"", [""T033""]]}"
15	27756754	An adolescent with acute abdominal pain and bowel wall thickening.	89.301674	"{""C0000729"": [""crampy abdominal pain"", [""T184""]], ""C2348813"": [""abdominal ultrasound"", [""T060""]], ""C0041618"": [""ultrasound scanning"", [""T060""]], ""C0234246"": [""rebound tenderness"", [""T184""]], ""C0848377"": [""abdominal trauma"", [""T037""]], ""C0575805"": [""hand swelling"", [""T046""]], ""C0234233"": [""tenderness"", [""T184""]], ""C0205400"": [""thickening"", [""T033""]], ""C0011991"": [""diarrhoea"", [""T184""]], ""C0042963"": [""vomiting"", [""T184""]], ""C0441633"": [""scanning"", [""T060""]], ""C0030705"": [""patient"", [""T101""]], ""C0750484"": [""confirm"", [""T033""]], ""C2674459"": [""Limited"", [""T033""]], ""C0332148"": [""likely"", [""T033""]], ""C1304680"": [""attack"", [""T033""]], ""C0015967"": [""fever"", [""T184""]], ""C0178913"": [""Blood"", [""T031""]], ""C0005768"": [""blood"", [""T031""]], ""C1561557"": [""Group"", [""T031""]], ""C0030193"": [""pain"", [""T184""]], ""C1550635"": [""Erythrocytes"", [""T031""]], ""C0042109"": [""urticarias"", [""T047""]], ""C1306232"": [""severed"", [""T061""]], ""C0694551"": [""right lower quadrant pain"", [""T184""]], ""C0012634"": [""Diagnosis"", [""T047""]], ""C1549114"": [""Unreported"", [""T033""]], ""C0423899"": [""bright"", [""T033""]], ""C0344221"": [""iud contraception"", [""T033""]], ""C0015411"": [""eye manifestation"", [""T184""]], ""C0232693"": [""bowel sound"", [""T033""]], ""C3242263"": [""no permission"", [""T033""]], ""C0427198"": [""Guarding"", [""T033""]], ""C0003964"": [""peritoneal fluid"", [""T031""]], ""C4533677"": [""at admission"", [""T033""]]}"
16	23472436	Cytomegaloviral enteritis: a rare cause of small gut perforation.	88.333885	"{""C4721555"": [""autoimmune hepatitis"", [""T047""]], ""C0019189"": [""chronic hepatitis"", [""T047""]], ""C0032320"": [""pneumoperitoneum"", [""T047""]], ""C0011991"": [""watery stools"", [""T184""]], ""C0021831"": [""bowel disease"", [""T047""]], ""C0267533"": [""caecal ulcer"", [""T047""]], ""C0193388"": [""Liver biopsy"", [""T060""]], ""C0234233"": [""tenderness"", [""T184""]], ""C0023038"": [""laparotomy"", [""T061""]], ""C0549099"": [""perforated"", [""T033""]], ""C0014335"": [""enteritis"", [""T047""]], ""C0203057"": [""Upper GI"", [""T060""]], ""C0005558"": [""biopsied"", [""T060""]], ""C0205160"": [""negative"", [""T033""]], ""C0262512"": [""history"", [""T033""]], ""C0009319"": [""colitis"", [""T047""]], ""C0699809"": [""carried"", [""T033""]], ""C0030705"": [""patient"", [""T101""]], ""C0220797"": [""biopsy"", [""T033""]], ""C0041582"": [""ulcer"", [""T046""]], ""C0024202"": [""lymph"", [""T031""]], ""C0030193"": [""pain"", [""T184""]], ""C0035222"": [""ards"", [""T047""]], ""C3840617"": [""3-4"", [""T033""]], ""C0184511"": [""improved"", [""T033""]], ""C0560182"": [""no diagnosis"", [""T033""]], ""C1306232"": [""severed"", [""T061""]], ""C3714614"": [""Distension"", [""T033""]], ""C0085293"": [""e hepatitis"", [""T047""]], ""C1856554"": [""No hepatomegaly"", [""T033""]], ""C0442743"": [""noninflammatory"", [""T033""]], ""C4733251"": [""HD colonoscopy"", [""T060""]], ""C0151664"": [""gi perforation"", [""T047""]], ""C1306645"": [""X-Rays"", [""T060""]], ""C4263750"": [""for postoperative"", [""T060""]], ""C0558507"": [""anal examination"", [""T060""]], ""C5238873"": [""Steroids"", [""T033""]], ""C5238761"": [""Symptoms"", [""T184""]], ""C1293134"": [""Enlarged"", [""T061""]], ""C0189024"": [""nasendoscopy"", [""T060""]], ""C4533677"": [""at admission"", [""T033""]]}"
17	19874734	Pain in abdomen and shoulder.	87.93177	"{""C0238844"": [""decreased breath sounds"", [""T033""]], ""C0277858"": [""absent breath sounds"", [""T033""]], ""C0442816"": [""normal limits"", [""T033""]], ""C1299586"": [""difficulty"", [""T033""]], ""C0040405"": [""tomography"", [""T060""]], ""C1546399"": [""emergency"", [""T033""]], ""C0042963"": [""vomiting"", [""T184""]], ""C0030705"": [""patient"", [""T101""]], ""C0337664"": [""smoker"", [""T033""]], ""C0005768"": [""blood"", [""T031""]], ""C1306645"": [""x-ray"", [""T060""]], ""C0030193"": [""pain"", [""T184""]], ""C0441633"": [""scan"", [""T060""]], ""C0087111"": [""treatments"", [""T061""]], ""C5441521"": [""complaint"", [""T184""]], ""C0746961"": [""Desaturation"", [""T033""]], ""C0423899"": [""bright"", [""T033""]], ""C3845990"": [""No heart rate"", [""T033""]], ""C3242336"": [""Unordered"", [""T033""]]}"
18	33393326	Boerhaave's syndrome with rupture of the right wall of the esophagus after oral administration of sulfate solution.	87.57507	"{""C0038536"": [""subcutaneous emphysema"", [""T046""]], ""C0025062"": [""mediastinal emphysema"", [""T047""]], ""C0027498"": [""nausea and vomiting"", [""T184""]], ""C1253943"": [""pleural effusion"", [""T031""]], ""C0232493"": [""epigastric pain"", [""T184""]], ""C0232292"": [""tight chest"", [""T184""]], ""C0030252"": [""palpitation"", [""T033""]], ""C0040405"": [""tomography"", [""T060""]], ""C0683278"": [""suffered"", [""T048""]], ""C1509143"": [""Physical"", [""T033""]], ""C0277964"": [""crepitus"", [""T046""]], ""C0013404"": [""dyspnea"", [""T184""]], ""C0030193"": [""pain"", [""T184""]], ""C0441633"": [""scan"", [""T060""]], ""C1829459"": [""Decompression"", [""T061""]], ""C1306232"": [""severed"", [""T061""]], ""C0238404"": [""Pyopneumothorax"", [""T047""]], ""C0423899"": [""bright"", [""T033""]], ""C0729233"": [""Thoracic"", [""T047""]]}"
19	28125922	ACE Inhibitor-Induced Angioedema of the Small Bowel: A Case Report and Review of the Literature.	87.18547	"{""C0041755"": [""adverse drug reaction"", [""T046""]], ""C4282165"": [""lymphadenopathy"", [""T184""]], ""C0232693"": [""bowel sounds"", [""T033""]], ""C0002994"": [""angioedema"", [""T046""]], ""C0040405"": [""tomography"", [""T060""]], ""C0205400"": [""thickening"", [""T033""]], ""C0038999"": [""swelling"", [""T033""]], ""C0332148"": [""probable"", [""T033""]], ""C0262512"": [""history"", [""T033""]], ""C0030705"": [""patient"", [""T101""]], ""C0003962"": [""ascites"", [""T047""]], ""C0087111"": [""therapy"", [""T061""]], ""C0150312"": [""present"", [""T033""]], ""C0027497"": [""nausea"", [""T184""]], ""C0013604"": [""edema"", [""T046""]], ""C1258215"": [""ileus"", [""T047""]], ""C0449820"": [""score"", [""T033""]], ""C0030193"": [""pain"", [""T184""]], ""C0272167"": [""Aleukocytosis"", [""T047""]], ""C1444662"": [""Discontinuation"", [""T033""]], ""C5238667"": [""Intermittent"", [""T033""]], ""C5238735"": [""Medications"", [""T033""]], ""C0442743"": [""noninflammatory"", [""T033""]], ""C2973270"": [""Annual physical examination"", [""T061""]], ""C0236124"": [""GI obstruction"", [""T047""]], ""C3844714"": [""No improvement"", [""T033""]], ""C3151684"": [""No development"", [""T033""]], ""C1549114"": [""Unreported"", [""T033""]], ""C5238761"": [""Symptoms"", [""T184""]]}"
20	25685582	Small bowel dissemination of coccidioidomycosis.	86.49028	"{""C0026766"": [""multisystem organ failure"", [""T046""]], ""C0000731"": [""abdominal distention"", [""T033""]], ""C0277799"": [""intermittent fever"", [""T033""]], ""C0678026"": [""antifungal therapy"", [""T061""]], ""C1333803"": [""Gastrointestinal"", [""T033""]], ""C1457868"": [""deteriorated"", [""T033""]], ""C1306645"": [""radiograph"", [""T060""]], ""C0040405"": [""tomography"", [""T060""]], ""C0205400"": [""thickening"", [""T033""]], ""C0013687"": [""effusion"", [""T046""]], ""C0185023"": [""fixation"", [""T061""]], ""C0030705"": [""patient"", [""T101""]], ""C0262512"": [""history"", [""T033""]], ""C0028259"": [""nodules"", [""T020""]], ""C0003962"": [""ascites"", [""T047""]], ""C0027497"": [""nausea"", [""T184""]], ""C0220797"": [""biopsy"", [""T033""]], ""C0038990"": [""sweat"", [""T033""]], ""C0005768"": [""blood"", [""T031""]], ""C0030193"": [""pain"", [""T184""]], ""C0441633"": [""scan"", [""T060""]], ""C0276667"": [""Disseminated coccidioidomycosis"", [""T047""]], ""C0743330"": [""shortness of breath rest"", [""T033""]], ""C4085555"": [""Extremely"", [""T033""]], ""C0012634"": [""Diagnosis"", [""T047""]], ""C1549114"": [""Unreported"", [""T033""]], ""C0009186"": [""San Joaquin Valley Fever"", [""T047""]], ""C0339963"": [""Ch pl coccidioidomycosis"", [""T047""]], ""C0150312"": [""present"", [""T033""]], ""C4283785"": [""Complete"", [""T033""]]}"
21	12884146	[Non-healing gastric ulcer].	86.2656	"{""C5441918"": [""Upper gastrointestinal endoscopy"", [""T060""]], ""C0553697"": [""granulomatous inflammation"", [""T046""]], ""C0858195"": [""Mycobacterium tuberculosis"", [""T047""]], ""C0011906"": [""differential diagnosis"", [""T060""]], ""C0232492"": [""upper abdominal pain"", [""T184""]], ""C2348813"": [""Abdominal ultrasound"", [""T060""]], ""C4282165"": [""enlarged lymph nodes"", [""T184""]], ""C0041290"": [""tuberculin skin test"", [""T060""]], ""C0374997"": [""Helicobacter pylori"", [""T047""]], ""C0038358"": [""gastric ulcers"", [""T047""]], ""C0333293"": [""healing ulcers"", [""T020""]], ""C0009566"": [""complications"", [""T046""]], ""C0028081"": [""night sweats"", [""T184""]], ""C0234233"": [""tenderness"", [""T184""]], ""C0700198"": [""aspirated"", [""T046""]], ""C0442739"": [""unchanged"", [""T033""]], ""C1509143"": [""Physical"", [""T033""]], ""C0205160"": [""negative"", [""T033""]], ""C1446409"": [""positive"", [""T033""]], ""C0005558"": [""biopsies"", [""T060""]], ""C0184511"": [""improved"", [""T033""]], ""C0087111"": [""therapy"", [""T061""]], ""C0030705"": [""patient"", [""T101""]], ""C0041582"": [""ulcers"", [""T046""]], ""C0015967"": [""fever"", [""T184""]], ""C0024202"": [""lymph"", [""T031""]], ""C0030193"": [""pain"", [""T184""]], ""C1333803"": [""Gastrointestinal"", [""T033""]], ""C0424641"": [""height loss"", [""T033""]], ""C5238745"": [""Inadequate"", [""T033""]], ""C0007431"": [""needl"", [""T061""]], ""C0423899"": [""bright"", [""T033""]], ""C0206526"": [""MDR Tuberculosis"", [""T047""]], ""C0232493"": [""Epigastrium"", [""T184""]]}"
22	32933929	Sinister sinusitis.	85.864334	"{""C3495801"": [""Granulomatosis with polyangiitis"", [""T047""]], ""C0035243"": [""respiratory tract infection"", [""T047""]], ""C0858195"": [""Mycobacterium tuberculosis"", [""T047""]], ""C0436121"": [""respiratory examination"", [""T060""]], ""C0004623"": [""Bacterial infection"", [""T047""]], ""C0027424"": [""nasal congestion"", [""T184""]], ""C0751534"": [""syncopal episode"", [""T184""]], ""C0476474"": [""persistent fever"", [""T046""]], ""C0549123"": [""swollen tonsils"", [""T033""]], ""C0041618"": [""ultrasound scan"", [""T060""]], ""C0038363"": [""aphthous ulcer"", [""T047""]], ""C0013516"": [""Echocardiogram"", [""T060""]], ""C1457868"": [""deteriorated"", [""T033""]], ""C0558362"": [""pansinusitis"", [""T047""]], ""C0031350"": [""sore throat"", [""T047""]], ""C0019079"": [""haemoptysis"", [""T184""]], ""C0439056"": [""throat swab"", [""T031""]], ""C0036202"": [""Sarcoidosis"", [""T047""]], ""C0277785"": [""dysfunction"", [""T046""]], ""C0003862"": [""arthralgia"", [""T184""]], ""C1299586"": [""difficulty"", [""T033""]], ""C1561535"": [""Creatinine"", [""T033""]], ""C0040405"": [""tomography"", [""T060""]], ""C4722602"": [""Underlying"", [""T033""]], ""C0037199"": [""sinusitis"", [""T047""]], ""C0011900"": [""diagnosed"", [""T060""]], ""C0012634"": [""Diagnosis"", [""T047""]], ""C0014591"": [""epistaxis"", [""T046""]], ""C0600083"": [""discharge"", [""T031""]], ""C0041582"": [""ulcerated"", [""T046""]], ""C1963076"": [""Platelets"", [""T033""]], ""C0027627"": [""secondary"", [""T191""]], ""C0013456"": [""ear pain"", [""T184""]], ""C0038999"": [""swelling"", [""T033""]], ""C1446409"": [""positive"", [""T033""]], ""C0460139"": [""pressure"", [""T033""]], ""C0030705"": [""patients"", [""T101""]], ""C0205160"": [""negative"", [""T033""]], ""C0678034"": [""Negative"", [""T033""]], ""C0016059"": [""fibrosis"", [""T046""]], ""C0262512"": [""history"", [""T033""]], ""C0231528"": [""myalgia"", [""T184""]], ""C0015672"": [""fatigue"", [""T184""]], ""C0015388"": [""exudate"", [""T031""]], ""C0002871"": [""anaemia"", [""T047""]], ""C0232357"": [""Normal"", [""T033""]], ""C1576419"": [""Sputum"", [""T031""]], ""C0011334"": [""Cavities"", [""T047""]], ""C0015967"": [""fever"", [""T184""]], ""C0005768"": [""blood"", [""T031""]], ""C2753459"": [""mucus"", [""T031""]], ""C0024202"": [""lymph"", [""T031""]], ""C0042036"": [""urine"", [""T031""]], ""C2963137"": [""Urine"", [""T031""]], ""C0043299"": [""radiology"", [""T060""]], ""C0030193"": [""pain"", [""T184""]], ""C1578513"": [""new"", [""T033""]], ""C1550629"": [""Ear"", [""T031""]], ""C0039985"": [""cxr"", [""T060""]], ""C0859927"": [""Increased work of breathing"", [""T184""]], ""C1550651"": [""Lymphocytes"", [""T031""]], ""C1550634"": [""Eosinophils"", [""T031""]], ""C0043194"": [""Immunodeficiency 2"", [""T047""]], ""C0087111"": [""treatments"", [""T061""]], ""C0728827"": [""transfers"", [""T033""]], ""C0151632"": [""High erythrocyte sedimentation rate"", [""T033""]], ""C0521530"": [""Consolidation"", [""T047""]], ""C0577946"": [""tympani"", [""T033""]], ""C0037088"": [""finding"", [""T184""]], ""C4054315"": [""Organomegaly"", [""T033""]], ""C4759912"": [""Haemoglobin C"", [""T033""]], ""C0237677"": [""insensitivity"", [""T033""]], ""C0424641"": [""height loss"", [""T033""]], ""C0425442"": [""Respiratory"", [""T033""]], ""C0860359"": [""Reintubation"", [""T061""]], ""C0151683"": [""Neutrophilia"", [""T033""]], ""C0232266"": [""Continuous"", [""T033""]], ""C3700353"": [""Ds in intensive care unit"", [""T033""]], ""C1856554"": [""No hepatomegaly"", [""T033""]], ""C0233256"": [""Malpresentation"", [""T033""]], ""C1455884"": [""Elev C-reactive protein"", [""T033""]], ""C3839460"": [""Nonprogressive"", [""T033""]], ""C5238767"": [""No involvement"", [""T033""]], ""C4697723"": [""Echogenic"", [""T033""]], ""C0423899"": [""bright"", [""T033""]], ""C3843806"": [""5 - 14 years old"", [""T033""]], ""C0206526"": [""MDR Tuberculosis"", [""T047""]], ""C0150312"": [""present"", [""T033""]], ""C5238761"": [""Symptoms"", [""T184""]], ""C0202823"": [""Chest CT"", [""T060""]], ""C5232396"": [""Elevated alanine aminotransferase"", [""T033""]], ""C0007222"": [""cardiovascular system disease"", [""T047""]], ""C2239101"": [""Hemoglobin"", [""T033""]], ""C4533677"": [""at admission"", [""T033""]], ""C0000768"": [""malformation"", [""T019""]]}"
